v1,v2,v3,v4,v5,target
-0.051227206,-0.763515839,1.42232429,0.29400655,1.208899665,1
-0.594246388,-2.115339685,1.305465084,1.617146279,2.005316149,1
-0.711826768,1.585243163,-1.528421878,-1.078783308,3.332497763,0
-0.306288835,1.111315032,-1.86081856,-2.433512641,0.626621208,0
-2.945118443,-1.18596333,-0.313471455,2.184588546,2.580603593,1
0.29669875,-3.271664663,2.358165277,0.877948821,0.42010304,1
0.55371546,-3.169955802,2.016347475,0.382229311,2.611485875,1
-1.451025401,-1.21637138,-0.211321027,1.476777011,1.423839948,1
0.238398144,1.368300892,-2.362987845,-0.114167487,1.099791711,0
-2.691488622,-2.51362914,0.055412049,0.421890767,3.489143003,1
-1.89073155,1.281568701,0.897923108,-0.562342104,3.548073256,0
0.505179028,0.523552621,-2.212702823,-0.622683063,4.44091086,0
1.490910007,-3.030322517,1.288139823,3.366348987,2.403424968,1
0.852029217,0.5696541,-1.595592009,-2.166013559,1.337759705,0
0.286598429,2.100167943,-0.021808827,-2.62160873,1.751803286,0
-0.319404716,1.370702985,-2.464017251,-1.965622187,3.167624141,0
-0.059762859,-4.422452587,1.383198653,1.667416198,1.199837301,1
-1.084552938,-1.886671272,2.904587629,1.696889647,1.348442698,1
-0.48882913,-2.707527516,0.822264525,1.768280339,3.206781565,1
-0.976683471,-2.143830002,1.439363814,2.653794639,1.410858734,1
0.104763292,1.090997664,-0.843283308,-1.278843566,1.205944838,0
-0.059488487,1.361979653,-2.323815525,-1.655603789,2.649633307,0
-0.729318303,-2.65481052,1.927144769,4.031681569,2.236681843,1
-1.976949605,-0.567779405,0.872897287,0.632145076,1.375548786,1
-0.030448361,-1.697447734,3.159141286,1.223083672,0.782650025,1
0.762773473,1.387688447,-2.82958095,-1.755295193,1.363573925,0
0.219036361,1.544162445,-2.135162992,-0.331083884,1.181686361,0
-0.007377051,0.837151182,-2.847421625,-1.052192963,2.138540234,0
0.905356746,1.280129782,-1.447034424,-0.420932575,2.262519531,0
1.151947681,0.855027455,-1.560957225,-3.064376265,2.951433347,0
-0.729288199,-0.327359775,-2.345366069,-1.082343613,1.415396711,0
-2.787616563,0.494721801,-0.186421294,-1.701934676,0.375170871,0
0.97488746,1.744268981,-3.267705502,-1.286483277,2.466122589,0
-0.105085399,0.183337318,0.987674661,1.901586666,3.969280366,1
0.206765103,-0.76795673,2.954294048,1.705701786,2.03092309,1
0.498533144,2.179815796,-1.678235022,-1.966194455,2.205721946,0
-0.315348809,1.133418318,-0.684514857,-2.068488556,1.825934937,0
-0.701320271,-1.988190865,-0.296284586,1.438760254,0.637821067,1
-1.451005092,-1.558189291,0.105889092,1.41374093,0.950412644,1
0.86295078,1.920277292,-1.981020945,-1.426743972,2.680293749,0
-1.855435684,2.154990169,-2.890654706,-3.045227136,0.526590497,0
-1.87254046,0.007780008,-2.308369157,-1.259722066,1.524353088,0
-0.869905506,-0.967879921,1.571903276,2.01432207,1.244482387,1
-1.663875567,-0.587164743,2.717964892,0.672355266,3.673343464,1
0.474855776,2.271596717,-3.666282122,-0.489370436,1.235459254,0
0.632182776,2.809933021,-0.93286054,-1.569913646,0.815244107,0
0.688915393,3.280640806,-1.097278824,-2.503419422,1.167974128,0
-1.591328518,-1.517059784,1.012201989,0.893951524,2.474661812,1
0.037937441,-1.535475883,0.914550502,1.423029106,0.507982684,1
-0.070469371,0.186864152,1.21769433,0.380327348,2.49721594,1
1.224479223,-2.22563815,1.84301261,1.006475663,0.837402965,1
-0.404088893,1.369202824,-1.356686043,-2.322002632,2.219154793,0
0.742733721,0.643600452,-0.084967315,-3.511360221,2.380181228,0
-0.594559362,1.8952964,-0.431942244,-3.118217772,0.390463482,0
-0.974445831,-1.414580382,1.451482663,2.17645422,2.881698649,1
-0.735537114,-1.759185592,1.807260411,0.682678667,1.325735204,1
-0.665504683,-2.485644437,3.895785834,1.795836242,3.907493001,1
-0.03959837,2.218994276,-1.546079393,-2.113826862,2.224584835,0
-0.372277909,-2.826538031,3.363195484,0.914975356,2.080451598,1
-1.883796712,0.705751952,-0.441996458,-1.445460225,2.455834271,0
-0.83841728,-1.270475688,1.744631205,1.954767346,1.443523286,1
0.230364649,0.231438582,-4.19320399,-1.165198801,1.500442645,0
-1.222708057,-3.253391904,1.864163342,2.667872905,1.6479901,1
-1.87397081,0.866718784,-1.799127597,-0.96686863,2.38262372,0
-2.281943955,-0.481122365,3.429101748,1.479868249,1.938988081,1
-0.497391269,2.055037719,-2.936133121,-0.315044235,0.332610944,0
0.394008526,1.108010322,0.177284225,-1.236587439,1.742502962,0
-1.136839683,0.214417321,-0.65398477,-1.918685003,2.447500473,0
-1.913505255,-1.537874255,1.917952024,1.464219296,2.441074842,1
-1.055086951,1.468677797,-1.762199146,-1.424735213,0.451843946,0
-1.491274981,-2.200510008,2.818863698,1.767265256,1.070094723,1
-2.223285783,1.871277561,0.422272899,1.107541027,1.693976698,1
-1.443681404,-2.144789033,1.817230866,0.79203067,2.483037115,1
-0.627226227,-1.247610861,1.895693427,0.114792648,2.692681641,1
-2.15003292,0.79746546,-0.85097778,-1.327262837,1.534744509,0
-0.07290697,1.411917177,-2.823990381,-0.088532775,1.411733711,0
0.608102484,0.70336377,-2.309992179,-1.750942948,2.943405253,0
-0.01308952,-2.582406228,0.734721447,4.020887386,3.70759249,1
-0.522682945,-2.676491061,4.668665348,2.126191988,0.088395931,1
-2.452578963,-2.25108133,1.472180472,0.545924557,2.043183713,1
-0.462601287,-2.988104177,1.965603762,1.7937577,2.681162016,1
0.456198623,2.451491645,-2.456020997,-2.92470999,0.788598418,0
-1.306288447,2.843831281,-2.099553592,-0.66776774,1.764785199,0
-0.697297185,2.049099258,-1.451855413,-0.575674237,0.239912958,0
-0.850778817,-2.995170229,2.861759048,2.275947721,1.643440725,1
0.514926848,2.263121516,-0.700386798,-1.971347064,0.841450868,0
0.736173417,1.112737146,-0.129875998,-1.589739777,2.306111704,0
-1.928167739,-1.556508934,2.266021339,1.879317225,1.324657875,1
-2.008926782,2.646278062,-2.677851127,-2.544431047,2.694741979,0
-0.355978747,1.211027672,-0.620594286,-1.743764419,1.00599065,0
-0.206354538,-1.575118808,0.990577251,1.267229734,1.416895068,1
-0.871500313,1.028582745,-0.427918844,-1.916238885,2.280622678,0
-2.533909156,-1.04669444,1.700599834,2.510293962,1.815381373,1
1.874685081,0.06881967,-0.012320114,-0.971486304,1.008335036,0
1.532319746,1.423435378,-1.439317677,-2.906065902,1.824273958,0
-1.420062087,-2.465401907,0.071711229,0.997579021,2.549109978,1
-0.034757035,-2.284310713,2.249720291,0.811853841,1.540489547,1
0.157740891,1.144864706,-2.247298407,-0.465261857,0.409137316,0
0.975133434,2.559531831,-2.784563085,-0.73062062,2.892146399,0
-0.325334349,-1.50157682,0.777107248,2.989476248,1.7162557,1
0.641007875,0.424304838,-2.859058572,-2.166178497,1.987795194,0
0.58101487,-0.278416109,0.475685381,2.622778285,2.247023471,1
-0.269861547,0.374460474,-3.072324448,-1.696028798,-0.193958465,0
-0.308103043,-1.358631806,2.032212484,2.001072569,2.94806895,1
-0.779923241,0.753411367,-3.263886833,-1.531004788,2.404065483,0
-1.418373088,-3.516588864,3.317398145,1.488559164,0.431636349,1
-2.277462057,-1.83636272,3.101432508,2.400104257,-0.157797118,1
-0.960124319,0.935100947,-2.445739978,-1.116723959,3.259493231,0
0.137110043,0.769615132,-1.727281029,-1.560063899,1.322017941,0
-1.824096155,-1.555918911,2.493438787,4.702615053,2.079663238,1
0.54575385,-2.501368143,1.428293542,1.665930428,0.039373476,1
-2.827509575,0.756090587,-2.269608813,-0.644610275,3.864953248,0
-1.295570412,-0.361424077,0.604768231,2.766298535,0.429760264,1
-0.334223178,1.652875632,-2.318049596,-1.983888693,1.712688307,0
0.087105573,0.288891205,-0.528344498,-1.723338334,1.960565603,0
-1.063826136,-0.761074568,0.622343128,2.729148285,0.655319895,1
1.948167649,-1.557779499,1.421201225,1.967434241,0.985116379,1
-0.973056434,-0.989591827,0.210635905,-1.171670784,1.479787979,0
-1.131803229,-1.702807299,1.339808683,2.350003739,1.13673668,1
-1.606167475,-1.801490165,2.210431406,3.557603597,1.0117563,1
-0.590804809,1.758916427,0.944370121,-1.957264769,1.602720228,0
-1.386638124,1.452554592,-0.32752599,-2.41575801,-0.108001475,0
0.236740698,1.951023608,-1.456919356,-2.169738227,1.323247592,0
0.353148345,0.77878753,-2.40901798,-1.236110302,0.39116439,0
0.480920668,1.3291704,-3.483709438,-1.168821144,1.931773036,0
-1.354774781,-2.642504207,2.361784718,1.432820434,1.771319947,1
0.525958336,0.628567942,-0.595927343,-2.1117225,0.257343376,0
-1.859340584,-2.44083489,3.057337603,2.001449156,2.298305929,1
0.979388926,-0.546791065,1.823964107,2.121298917,1.968161843,1
2.024565229,-0.498973091,-1.352380592,-3.097049032,1.397752723,0
1.725116615,0.545117265,-2.319949792,-0.72065708,2.540665619,0
1.33510647,0.890492688,-1.574554482,-3.109643982,1.236923963,0
-0.217865348,2.791401411,-2.390328838,-2.699196431,1.949836577,0
0.801613736,1.376447359,-1.062132567,-1.542305193,1.3553224,0
-0.309809795,-0.436285968,-2.310594293,0.347795814,-0.121210797,0
-1.985426862,1.000447023,-0.625514257,1.688341897,2.311476599,0
-0.838942185,0.881406995,-2.373120778,-1.853433251,0.26441072,0
-0.660340562,-0.659337279,-2.296761227,-3.758248573,0.034740549,0
0.814651799,-0.011945361,-1.046108347,-0.420883064,-0.097856291,0
-0.262610159,-2.547794116,1.049351129,1.435377067,3.309919472,1
0.330748553,-1.417682138,-1.322837121,2.301450018,1.491292669,1
-0.633289506,1.690234321,0.02030078,-1.597705753,1.706028257,0
1.227033571,-0.630618203,2.850417369,1.999292707,1.980293941,1
-1.259993975,-1.678871002,3.689878945,2.065888012,0.423873226,1
-1.43520848,-1.265859389,2.890509928,0.323425343,1.851615581,1
-2.281858033,-3.380480783,1.570068461,-0.038232441,1.309237701,1
0.151393656,0.876112507,-2.342129241,-1.102615088,1.765662523,0
-1.088020452,-0.845519393,1.322852741,2.490461264,1.706738672,1
-3.227674318,1.060107615,0.322662378,0.132379131,0.197634662,1
-2.029010036,-2.327237362,0.194047936,0.029576954,1.017402189,1
0.616639749,1.549627933,-2.377827681,-1.016831401,2.427223576,0
-1.77594872,-1.553887777,2.006701876,1.083452524,3.083182078,1
0.713109531,-2.558304323,2.978605018,2.031704433,0.850400667,1
-0.679002509,1.337795661,-1.920966855,-1.901009214,1.079459369,0
-0.893571202,-1.761394606,2.363041956,3.169627314,3.330572837,1
0.135309859,1.577608456,-1.837431412,-2.418905469,1.499555394,0
-0.439068393,2.124863835,-0.236606263,0.074892739,-1.78480333,0
-1.797036207,-2.250933689,1.735927422,0.3636826,0.985431446,1
-0.025531735,1.208075681,-1.931618016,-0.262559634,1.702268663,0
-0.714916363,1.640273472,-1.995554467,-1.588981066,1.447104792,0
-1.631470279,-0.194422466,-1.014257911,-0.749356404,2.444111421,0
1.585900212,1.005128584,-1.764803753,-0.854719004,2.674491261,0
1.714372346,2.213287463,-3.31987841,-1.974642758,1.133524357,0
-1.234242761,-1.495178942,1.920061697,2.268289012,0.031984169,1
1.021206889,-1.188700788,0.227758058,0.837266717,1.602003328,1
-1.18381138,-1.565439685,0.685569674,3.649335024,2.806423405,1
-1.172570106,-2.439582845,3.239239233,3.016176896,1.574890499,1
-0.847972371,-1.213301113,0.714551654,1.644409179,1.70860377,1
-0.568111654,1.165113381,-0.544467046,-1.043455472,1.276065885,0
0.252747512,-2.277225829,1.850762318,3.041512438,1.126357487,1
0.974650647,-0.282237135,-0.332842177,-2.38691649,1.620393555,0
1.35186179,2.656235261,-2.141840905,-1.627348363,0.80071298,0
0.314041691,2.973660687,-1.836898141,-1.181859018,0.665841913,0
-0.067445201,0.09866388,-0.73541421,-1.585692561,1.38241384,0
0.826716548,3.7323362,0.309618825,-2.8270855,2.38852313,0
-1.175372467,-2.555314041,2.559509678,1.499272686,3.658912954,1
0.72836699,-3.118053201,0.883697101,0.824317004,1.695112862,1
0.945986034,0.394691439,-2.0838343,-1.797095037,1.928614506,0
-0.187928264,-2.22457186,1.59656816,4.020423696,2.706691391,1
0.425362332,1.01174123,-0.553486739,-1.734349002,1.476765997,0
-1.106446217,0.401869083,-1.837492851,-3.63641205,1.808073989,0
1.055790732,-0.54683149,-1.328303661,-0.15639925,2.671337058,0
-0.588285527,0.357918614,-1.629332831,-1.463201149,2.664815314,0
-0.384294869,0.324506753,-2.782013477,-0.841234382,1.766807196,0
0.02614035,-2.228923828,0.519538676,0.810192737,1.337870113,1
-1.216635843,0.795396075,-0.751134156,-0.461347304,1.798937845,0
0.472118464,1.398910915,-0.275741974,-0.154541024,0.82553351,0
-1.015455027,-1.89576627,1.228463889,1.688130153,1.789409189,1
-0.98994125,-3.007424775,0.764808738,1.887237126,2.745664378,1
-0.110678395,-0.098314537,2.762052433,2.466003455,0.382857343,1
-1.475424112,-1.405320729,1.78716362,1.856853918,1.813372239,1
-0.295762548,2.265074245,-0.957113315,-0.66262562,1.591142528,0
-0.646966526,1.97932197,-1.225853328,-0.382015066,0.675593361,0
1.352793958,-1.76242004,0.726115934,1.523845716,1.757114034,1
1.94878181,-0.629389966,-1.247302923,-1.078137121,0.14653932,0
-2.411714987,1.421311628,-2.147233381,-1.353770591,2.306089001,0
-0.747895984,-2.918728874,1.391429511,0.615070066,1.668754119,1
-2.259842475,-2.340358568,3.513857901,2.310614897,1.422000685,1
-0.857584375,1.517380861,-0.093170047,-1.660125209,2.134696652,0
-2.298414689,-1.773739773,1.184295364,1.575969604,-2.104077482,1
0.543869301,-1.290261661,2.666059277,1.489901254,2.479453122,1
1.57493422,3.075530369,-0.856500418,-0.536219287,1.373348331,0
0.496303459,2.342005125,-2.298421767,-0.485901445,2.671860851,0
-1.727270913,-1.828589492,2.63657011,2.768297607,2.044003354,1
-0.578935181,-1.642185242,-0.135620726,1.01709854,1.834613015,1
-0.38156573,1.988184667,-0.488865035,-3.874535237,1.130372507,0
-1.910566802,-2.665650046,0.477648958,2.914650006,1.786437647,1
-1.238255084,-0.135352994,1.764790112,1.745304503,3.779305025,1
-0.412016533,-0.21315243,3.089114592,2.225454826,-0.008446894,1
-0.603424593,2.297083089,-2.100717293,0.209618997,2.386621128,0
-0.059431466,-0.237373204,0.616265394,2.315330612,0.790644013,1
-0.358704697,0.432696612,0.052761122,-0.308023026,1.687180864,0
-0.618671201,-2.397763339,-0.040374735,0.266704144,0.826017448,1
0.57081001,0.847596643,-1.746778178,-1.869593766,1.686422009,0
-0.487403602,-2.919947787,0.139757183,2.595756795,2.170915213,1
-1.021408707,0.476831882,-1.177335096,-0.87651786,1.67060183,0
-0.534425355,-1.914405213,0.425763843,1.751753349,0.67049107,1
-2.057779159,-0.669729095,1.812377601,1.376310368,1.022499197,1
-0.454399085,0.47419727,-3.101137671,-0.639914837,1.644412512,0
-1.608655961,-1.861640049,0.931675855,1.773644612,1.550938382,1
-1.808230629,-3.319013397,1.706714218,3.159080342,2.261953938,1
-1.422149324,-1.526473786,0.763016424,1.138722311,3.241656118,1
0.648647723,1.399986501,-1.74016821,0.234275227,2.30482831,0
0.546109061,0.183802634,2.035422282,2.208795749,2.68936964,1
-0.608696705,1.111910664,-1.203875293,-1.754719857,3.285720943,0
-0.183559905,-2.353358134,-0.50783485,0.540096333,2.917921292,1
-1.11426409,0.952860718,-0.30013231,-1.840148428,2.283965499,0
-0.270601742,-0.096285376,-1.413704657,-1.892422779,1.100768097,0
0.376557852,-3.823411104,0.368088033,2.458011401,1.956976829,1
-1.238458046,-1.52503824,0.706988229,0.349336406,1.886396445,1
-0.98768335,1.329376477,-1.909199244,-2.046248122,0.957355365,0
0.33603113,-2.356807571,-0.773501738,-0.082915429,2.037427332,1
0.664954773,0.399522963,-3.705405753,-1.496265216,0.610956254,0
-0.795221724,-1.795690648,0.466175152,3.390510521,1.95410034,1
0.991001605,0.548118043,-2.169828334,-1.87749674,3.645666441,0
-0.273498103,-1.749910237,0.56849455,-0.003440318,-0.137324722,1
-1.115096359,-1.607579599,1.689759426,1.01833472,2.95543256,1
-1.061403457,-1.650333646,1.705528305,1.752203219,1.377908338,1
0.435888813,-1.230935038,0.690683368,0.971771394,1.449845683,1
-0.904500749,1.935403924,-0.181706345,-0.555025282,0.803643663,0
0.686136665,-1.628760949,3.285697335,2.785853227,2.613716167,1
1.535221453,-0.02106075,3.240193809,0.451206538,-0.61194565,1
-1.02531966,-1.105715817,1.423332684,1.958075829,3.306042072,1
1.253446319,-2.675163591,1.123582223,2.318933356,3.082656794,1
-0.900088191,-1.727724128,1.532020076,1.929836097,1.473213029,1
-1.121183967,-1.05020101,-3.318546625,-1.110860144,0.413439071,0
0.298389414,2.411589342,0.470923801,-0.504071597,2.623306099,0
-2.239892074,-1.545051898,1.748537365,1.875096778,0.746028377,1
-0.732890245,-1.081546154,0.069256111,0.588841491,2.144654843,1
-1.209822881,-2.484435443,2.650536425,1.141305007,0.667790643,1
-1.81579132,-2.774859417,2.249198384,0.852710466,1.209413102,1
-1.010385718,-1.129643668,1.404839077,1.951980163,1.643376888,1
-0.303818247,1.171452655,-1.553247853,-1.340802161,2.360105973,0
1.975093883,2.960070895,0.275926419,-1.426921478,1.847053966,0
0.054532783,2.561331805,-1.924268034,-2.787054225,1.707504759,0
-0.945125068,-2.952728101,-0.477776279,2.185888715,1.104973979,1
-0.574999752,1.124978697,-2.824865558,-2.830779036,1.231935843,0
0.46313411,0.220123136,-0.951256086,-2.802257274,1.649250861,0
-0.237354581,0.808639426,-2.169143904,-1.877177181,1.436435059,0
-0.35189373,-1.901767997,1.168767006,2.3759813,1.979651622,1
-0.765498153,-2.716119051,1.540826002,1.364005069,2.560319081,1
0.623303192,-1.665007912,0.100151824,1.72220128,0.63577571,1
-2.529206932,-0.161940596,0.961258235,1.196846888,0.705332078,1
-1.169004539,-1.847442036,2.171022538,1.250470563,-0.64701108,1
-0.298511051,-2.426928301,0.813321884,1.902032011,3.096112894,1
0.30405246,0.040717907,1.574852682,2.646243373,0.509437634,1
0.315183645,-0.066419665,-1.942819818,-1.841067424,2.658137642,0
-1.340658536,-2.21568105,-0.022813381,1.245620541,2.494183647,1
-0.886620361,3.086616904,-2.32007685,-1.523768459,3.194716932,0
-0.023749304,-2.17545629,2.799628171,2.169305734,2.86288001,1
0.375428765,0.695175981,-1.204405385,-0.891806785,1.150040544,0
-1.227178296,-1.672522529,1.586269556,0.953570726,0.263586718,1
-1.055361739,1.905245498,-0.037550021,-2.738030373,-0.1548554,0
1.116653143,2.032660714,-1.455213713,-1.359223378,0.231297809,0
-1.073546184,-1.426826809,0.606295275,-0.140452923,1.187566124,1
-0.028367537,-0.48431017,1.348674122,1.704131603,2.037965184,1
-1.783305522,-2.357578499,1.043928962,0.959518832,0.949493747,1
